Fabricante,Campaña SARS-CoV-2 (AstraZeneca),CanSino,Campaña SARS-CoV-2 (Pfizer),Campaña SARS-CoV-2 (Sinovac)
2021-07-20,0.0,1736.0,0.0,0.0
2021-07-21,0.0,1402.0,0.0,0.0
2021-07-22,0.0,1593.0,0.0,0.0
2021-07-23,0.0,1230.0,0.0,0.0
2021-07-24,0.0,1426.0,0.0,0.0
2021-07-25,0.0,42.0,0.0,0.0
2021-07-26,0.0,950.0,0.0,0.0
2021-07-27,0.0,779.0,0.0,0.0
2021-07-28,0.0,533.0,0.0,0.0
2021-07-29,0.0,478.0,0.0,0.0
2021-07-30,0.0,275.0,0.0,0.0
2021-07-31,0.0,12.0,0.0,0.0
2021-08-01,0.0,1.0,0.0,0.0
2021-08-02,0.0,998.0,0.0,0.0
2021-08-03,0.0,853.0,0.0,0.0
2021-08-04,0.0,224.0,0.0,0.0
2021-08-05,0.0,182.0,0.0,0.0
2021-08-06,0.0,180.0,0.0,0.0
2021-08-07,0.0,16.0,0.0,0.0
2021-08-08,0.0,0.0,0.0,0.0
2021-08-09,0.0,220.0,0.0,0.0
2021-08-10,0.0,253.0,0.0,0.0
2021-08-11,0.0,104.0,0.0,0.0
2021-08-12,0.0,110.0,0.0,0.0
2021-08-13,0.0,92.0,0.0,0.0
2021-08-14,0.0,13.0,0.0,0.0
2021-08-15,0.0,0.0,0.0,0.0
2021-08-16,0.0,421.0,0.0,0.0
2021-08-17,0.0,3078.0,0.0,0.0
2021-08-18,0.0,1302.0,0.0,0.0
2021-08-19,0.0,1484.0,0.0,0.0
2021-08-20,0.0,1873.0,0.0,0.0
2021-08-21,0.0,1171.0,0.0,0.0
2021-08-22,0.0,617.0,0.0,0.0
2021-08-23,0.0,4934.0,0.0,0.0
2021-08-24,0.0,4773.0,0.0,0.0
2021-08-25,0.0,3575.0,0.0,0.0
2021-08-26,0.0,1480.0,0.0,0.0
2021-08-27,0.0,1464.0,0.0,0.0
2021-08-28,0.0,1053.0,0.0,0.0
2021-08-29,0.0,396.0,0.0,0.0
2021-08-30,0.0,4007.0,0.0,0.0
2021-08-31,0.0,4291.0,0.0,0.0
2021-09-01,0.0,1365.0,0.0,0.0
2021-09-02,0.0,1129.0,0.0,0.0
2021-09-03,0.0,1319.0,0.0,0.0
2021-09-04,0.0,358.0,0.0,0.0
2021-09-05,0.0,124.0,0.0,0.0
2021-09-06,0.0,2372.0,0.0,0.0
2021-09-07,0.0,2096.0,0.0,0.0
2021-09-08,0.0,739.0,0.0,0.0
2021-09-09,0.0,643.0,0.0,0.0
2021-09-10,0.0,577.0,0.0,0.0
2021-09-11,0.0,202.0,0.0,0.0
2021-09-12,0.0,27.0,0.0,0.0
2021-09-13,0.0,1158.0,0.0,0.0
2021-09-14,0.0,1295.0,0.0,0.0
2021-09-15,0.0,681.0,0.0,0.0
